Nr. of detectors, Nr. of user table parameter
1010    0
Det.no  Delta    Len2   Code     2theta
813      0.0    1.0115    1     154.527
814      0.0    1.0115    1     154.527
815      0.0    1.0041    1     154.226
816      0.0    1.0041    1     154.226
817      0.0    1.0115    1     153.924
818      0.0    1.0115    1     153.924
819      0.0    1.0041    1     153.622
820      0.0    1.0041    1     153.622
821      0.0    1.0115    1     153.320
822      0.0    1.0115    1     153.320
823      0.0    1.0041    1     153.018
824      0.0    1.0041    1     153.018
825      0.0    1.0115    1     152.717
826      0.0    1.0115    1     152.717
827      0.0    1.0041    1     152.415
828      0.0    1.0041    1     152.415
829      0.0    1.0115    1     152.113
830      0.0    1.0115    1     152.113
831      0.0    1.0041    1     151.811
832      0.0    1.0041    1     151.811
833      0.0    1.0115    1     151.509
834      0.0    1.0115    1     151.509
835      0.0    1.0041    1     151.207
836      0.0    1.0041    1     151.207
837      0.0    1.0115    1     150.906
838      0.0    1.0115    1     150.906
839      0.0    1.0041    1     150.604
840      0.0    1.0041    1     150.604
841      0.0    1.0115    1     150.302
842      0.0    1.0115    1     150.302
843      0.0    1.0115    1     171.128
844      0.0    1.0041    1     170.826
845      0.0    1.0115    1     170.525
846      0.0    1.0041    1     170.223
847      0.0    1.0115    1     169.921
848      0.0    1.0041    1     169.619
849      0.0    1.0115    1     169.317
850      0.0    1.0041    1     169.015
851      0.0    1.0115    1     168.714
852      0.0    1.0041    1     168.412
853      0.0    1.0115    1     168.110
854      0.0    1.0041    1     167.808
855      0.0    1.0115    1     167.506
856      0.0    1.0041    1     167.204
857      0.0    1.0115    1     166.903
858      0.0    1.0041    1     166.601
859      0.0    1.0115    1     166.299
860      0.0    1.0041    1     165.997
861      0.0    1.0115    1     165.695
862      0.0    1.0041    1     165.393
863      0.0    1.0041    1     165.092
864      0.0    1.0041    1     165.092
865      0.0    1.0115    1     164.790
866      0.0    1.0115    1     164.790
867      0.0    1.0041    1     164.488
868      0.0    1.0041    1     164.488
869      0.0    1.0115    1     164.186
870      0.0    1.0115    1     164.186
871      0.0    1.0041    1     163.884
872      0.0    1.0041    1     163.884
873      0.0    1.0115    1     163.582
874      0.0    1.0115    1     163.582
875      0.0    1.0041    1     163.281
876      0.0    1.0041    1     163.281
877      0.0    1.0115    1     162.979
878      0.0    1.0115    1     162.979
879      0.0    1.0041    1     162.677
880      0.0    1.0041    1     162.677
881      0.0    1.0115    1     162.375
882      0.0    1.0115    1     162.375
883      0.0    1.0041    1     162.073
884      0.0    1.0041    1     162.073
885      0.0    1.0115    1     161.771
886      0.0    1.0115    1     161.771
887      0.0    1.0041    1     161.470
888      0.0    1.0041    1     161.470
889      0.0    1.0115    1     161.168
890      0.0    1.0115    1     161.168
891      0.0    1.0041    1     160.866
892      0.0    1.0041    1     160.866
893      0.0    1.0115    1     160.564
894      0.0    1.0115    1     160.564
895      0.0    1.0041    1     160.262
896      0.0    1.0041    1     160.262
897      0.0    1.0115    1     159.960
898      0.0    1.0115    1     159.960
899      0.0    1.0041    1     159.659
900      0.0    1.0041    1     159.659
901      0.0    1.0115    1     159.357
902      0.0    1.0115    1     159.357
903      0.0    1.0041    1     159.055
904      0.0    1.0041    1     159.055
905      0.0    1.0115    1     158.753
906      0.0    1.0115    1     158.753
907      0.0    1.0041    1     158.451
908      0.0    1.0041    1     158.451
909      0.0    1.0115    1     158.149
910      0.0    1.0115    1     158.149
911      0.0    1.0041    1     157.848
912      0.0    1.0041    1     157.848
913      0.0    1.0115    1     157.546
914      0.0    1.0115    1     157.546
915      0.0    1.0041    1     157.244
916      0.0    1.0041    1     157.244
917      0.0    1.0115    1     156.942
918      0.0    1.0115    1     156.942
919      0.0    1.0041    1     156.640
920      0.0    1.0041    1     156.640
921      0.0    1.0115    1     156.338
922      0.0    1.0115    1     156.338
923      0.0    1.0041    1     156.037
924      0.0    1.0041    1     156.037
925      0.0    1.0115    1     155.735
926      0.0    1.0115    1     155.735
927      0.0    1.0041    1     155.433
928      0.0    1.0041    1     155.433
929      0.0    1.0115    1     155.131
930      0.0    1.0115    1     155.131
931      0.0    1.0041    1     154.829
932      0.0    1.0041    1     154.829
933      0.0    1.0115    1     154.527
934      0.0    1.0115    1     154.527
935      0.0    1.0041    1     154.226
936      0.0    1.0041    1     154.226
937      0.0    1.0115    1     153.924
938      0.0    1.0115    1     153.924
939      0.0    1.0041    1     153.622
940      0.0    1.0041    1     153.622
941      0.0    1.0115    1     153.320
942      0.0    1.0115    1     153.320
943      0.0    1.0041    1     153.018
944      0.0    1.0041    1     153.018
945      0.0    1.0115    1     152.717
946      0.0    1.0115    1     152.717
947      0.0    1.0041    1     152.415
948      0.0    1.0041    1     152.415
949      0.0    1.0115    1     152.113
950      0.0    1.0115    1     152.113
951      0.0    1.0041    1     151.811
952      0.0    1.0041    1     151.811
953      0.0    1.0115    1     151.509
954      0.0    1.0115    1     151.509
955      0.0    1.0041    1     151.207
956      0.0    1.0041    1     151.207
957      0.0    1.0115    1     150.906
958      0.0    1.0115    1     150.906
959      0.0    1.0041    1     150.604
960      0.0    1.0041    1     150.604
961      0.0    1.0115    1     150.302
962      0.0    1.0115    1     150.302
963      0.0    1.5825    1     148.000
964      0.0    1.5821    1     144.671
965      0.0    1.5825    1     141.342
966      0.0    1.5825    1     138.012
967      0.0    1.5821    1     134.683
968      0.0    1.5821    1     131.354
969      0.0    1.5825    1     128.024
970      0.0    1.5825    1     124.695
971      0.0    1.5821    1     121.366
972      0.0    1.5821    1     118.037
973      0.0    1.5825    1     114.707
974      0.0    1.5825    1     111.378
975      0.0    1.5821    1     108.049
976      0.0    1.5821    1     104.719
977      0.0    1.5825    1     101.390
978      0.0    1.5825    1      98.061
979      0.0    1.5821    1      94.732
980      0.0    1.5821    1      91.402
981      0.0    1.5825    1      88.073
982      0.0    1.5825    1      84.744
983      0.0    1.5821    1      81.415
984      0.0    1.5821    1      78.085
985      0.0    1.5825    1      74.756
986      0.0    1.5825    1      71.427
987      0.0    1.5821    1      68.098
988      0.0    1.5821    1      64.768
989      0.0    1.5825    1      61.439
990      0.0    1.5825    1      58.110
991      0.0    1.5821    1      54.781
992      0.0    1.5821    1      51.451
993      0.0    1.5825    1      48.122
994      0.0    1.5825    1      44.793
995      0.0    1.5821    1      41.463
996      0.0    1.5821    1      38.134
997      0.0    1.5825    1      34.805
998      0.0    1.5821    1      31.476
999      0.0    1.5821    1      28.146
1000     0.0    1.5825    1      24.817
1001     0.0    1.5825    1      21.488
1002     0.0    1.5821    1      18.159
1003     0.0    1.5821    1      14.829
1004     0.0    1.5825    1      11.500
1005     0.0    1.5825    1      11.500
1006     0.0    1.5821    1      11.500
1007     0.0    1.5821    1      11.500
1008     0.0    1.5825    1      11.500
1009     0.0    1.5825    1      11.500
1010     0.0    1.5821    1      11.500  
